廣韻韻部順序&廣韻韻部原貌(調整前),小韻序,上字,下字,中古拼音(polyhedron 版),廣韻字頭(覈校後),小韻內字序
下平04宵,668,餘,昭,jeu,珧,11
下平04宵,668,餘,昭,jeu,鰩,12
下平04宵,668,餘,昭,jeu,銚,13
下平04宵,668,餘,昭,jeu,姚,14
下平04宵,668,餘,昭,jeu,搖,15
下平04宵,668,餘,昭,jeu,謠,16
下平04宵,668,餘,昭,jeu,軺,17
下平04宵,668,餘,昭,jeu,愮,18
下平04宵,668,餘,昭,jeu,恌,19
下平04宵,668,餘,昭,jeu,𨙂,20
下平04宵,668,餘,昭,jeu,陶,21
下平04宵,668,餘,昭,jeu,蘨,22
下平04宵,668,餘,昭,jeu,𤬖,23
下平04宵,668,餘,昭,jeu,鷂,24
下平04宵,668,餘,昭,jeu,洮,25
下平04宵,668,餘,昭,jeu,烑,26
下平04宵,668,餘,昭,jeu,㿁,27
下平04宵,668,餘,昭,jeu,𢑄,28
下平04宵,668,餘,昭,jeu,㫍,29
下平04宵,668,餘,昭,jeu,榣,30
下平04宵,668,餘,昭,jeu,嗂,31
下平04宵,668,餘,昭,jeu,䠛,32
下平04宵,668,餘,昭,jeu,瑤,33
下平04宵,668,餘,昭,jeu,猺,34
下平04宵,668,餘,昭,jeu,餆,35
下平04宵,668,餘,昭,jeu,褕,36
下平04宵,669,市,昭,zjeu,韶,1
下平04宵,669,市,昭,zjeu,㲈,2
下平04宵,669,市,昭,zjeu,佋,3
下平04宵,669,市,昭,zjeu,𦯐,4
下平04宵,669,市,昭,zjeu,𠧙,5
下平04宵,669,市,昭,zjeu,玿,6
下平04宵,669,市,昭,zjeu,𢃳,7
下平04宵,669,市,昭,zjeu,軺,8
下平04宵,669,市,昭,zjeu,柖,9
下平04宵,669,市,昭,zjeu,㸛,10
下平04宵,670,止,遙,cjeu,昭,1
下平04宵,670,止,遙,cjeu,鵃,2
下平04宵,670,止,遙,cjeu,鉊,3
下平04宵,670,止,遙,cjeu,招,4
下平04宵,670,止,遙,cjeu,釗,5
下平04宵,670,止,遙,cjeu,盄,6
下平04宵,670,止,遙,cjeu,皽,7
下平04宵,671,甫,遙,pjeu,飆,1
下平04宵,671,甫,遙,pjeu,標,2
下平04宵,671,甫,遙,pjeu,猋,3
下平04宵,671,甫,遙,pjeu,杓,4
下平04宵,671,甫,遙,pjeu,瘭,5
下平04宵,671,甫,遙,pjeu,幖,6
下平04宵,671,甫,遙,pjeu,熛,7
下平04宵,671,甫,遙,pjeu,㠒,8
下平04宵,671,甫,遙,pjeu,𧽤,9
下平04宵,671,甫,遙,pjeu,蔈,10
下平04宵,671,甫,遙,pjeu,驫,11
下平04宵,671,甫,遙,pjeu,𦠎,12
下平04宵,671,甫,遙,pjeu,𣄠,13
下平04宵,671,甫,遙,pjeu,贆,14
下平04宵,671,甫,遙,pjeu,髟,15
下平04宵,672,甫,嬌,pieu,鑣,1
下平04宵,672,甫,嬌,pieu,𧥍,2
下平04宵,672,甫,嬌,pieu,臕,3
下平04宵,672,甫,嬌,pieu,儦,4
下平04宵,672,甫,嬌,pieu,瀌,5
下平04宵,672,甫,嬌,pieu,𦔩,6
下平04宵,672,甫,嬌,pieu,藨,7
下平04宵,673,符,霄,bjeu,瓢,1
下平04宵,673,符,霄,bjeu,飄,2
下平04宵,673,符,霄,bjeu,剽,3
下平04宵,673,符,霄,bjeu,薸,4
下平04宵,673,符,霄,bjeu,㯱,5
下平04宵,673,符,霄,bjeu,螵,6
下平04宵,674,彌,遙,mjeu,蜱,1
下平04宵,674,彌,遙,mjeu,䖢,2
下平04宵,674,彌,遙,mjeu,篻,3
下平04宵,674,彌,遙,mjeu,㠺,4
下平04宵,674,彌,遙,mjeu,𪃦,5
下平04宵,675,武,瀌,mieu,苗,1
下平04宵,675,武,瀌,mieu,描,2
下平04宵,675,武,瀌,mieu,緢,3
下平04宵,675,武,瀌,mieu,貓,4
下平04宵,675,武,瀌,mieu,猫,5
下平04宵,676,於,霄,qjeu,要,1
下平04宵,676,於,霄,qjeu,腰,2
下平04宵,676,於,霄,qjeu,葽,3
下平04宵,676,於,霄,qjeu,喓,4
下平04宵,676,於,霄,qjeu,𧍔,5
下平04宵,676,於,霄,qjeu,䙅,6
下平04宵,676,於,霄,qjeu,邀,7
下平04宵,676,於,霄,qjeu,䳩,8
下平04宵,676,於,霄,qjeu,蟯,9
下平04宵,677,于,嬌,ieu,鴞,1
下平04宵,677,于,嬌,ieu,𨚙,2
下平04宵,678,巨,嬌,gieu,喬,1
下平04宵,678,巨,嬌,gieu,橋,2
下平04宵,678,巨,嬌,gieu,趫,3
下平04宵,678,巨,嬌,gieu,僑,4
下平04宵,678,巨,嬌,gieu,㝯,5
下平04宵,678,巨,嬌,gieu,鐈,6
下平04宵,678,巨,嬌,gieu,鷮,7
下平04宵,678,巨,嬌,gieu,嶠,8
下平04宵,678,巨,嬌,gieu,毊,9
下平04宵,678,巨,嬌,gieu,轎,10
下平04宵,678,巨,嬌,gieu,嬌,11
下平04宵,678,巨,嬌,gieu,蕎,12
下平04宵,678,巨,嬌,gieu,蟜,13
下平04宵,678,巨,嬌,gieu,蹻,14
下平04宵,678,巨,嬌,gieu,䎗,15
下平04宵,678,巨,嬌,gieu,䀉,16
下平04宵,679,七,遙,chieu,鍫,1
下平04宵,679,七,遙,chieu,鐰,2
下平04宵,679,七,遙,chieu,篍,3
下平04宵,679,七,遙,chieu,幧,4
下平04宵,679,七,遙,chieu,㡑,5
下平04宵,679,七,遙,chieu,𣟼,6
下平04宵,679,七,遙,chieu,𣖄,7
下平04宵,680,於,喬,qieu,妖,1
下平04宵,680,於,喬,qieu,祅,2
下平04宵,680,於,喬,qieu,枖,3
下平04宵,680,於,喬,qieu,訞,4
下平04宵,680,於,喬,qieu,夭,5
下平04宵,681,去,遙,khjeu,蹻,1
下平04宵,681,去,遙,khjeu,繑,2
下平04宵,681,去,遙,khjeu,趬,3
下平04宵,681,去,遙,khjeu,蹺,4
下平04宵,681,去,遙,khjeu,䫞,5
下平04宵,681,去,遙,khjeu,㚠,6
下平04宵,682,尺,招,chjeu,怊,1
下平04宵,682,尺,招,chjeu,弨,2
下平04宵,683,撫,招,phjeu,𤐫,1
下平04宵,683,撫,招,phjeu,漂,2
下平04宵,683,撫,招,phjeu,杓,3
下平04宵,683,撫,招,phjeu,𩙒,4
下平04宵,683,撫,招,phjeu,嫖,5
下平04宵,683,撫,招,phjeu,旚,6
下平04宵,683,撫,招,phjeu,犥,7
下平04宵,683,撫,招,phjeu,鏢,8
下平04宵,683,撫,招,phjeu,僄,9
下平04宵,683,撫,招,phjeu,𪅃,10
下平04宵,683,撫,招,phjeu,飄,11
下平04宵,683,撫,招,phjeu,慓,12
下平04宵,683,撫,招,phjeu,彯,13
下平04宵,683,撫,招,phjeu,摽,14
下平04宵,683,撫,招,phjeu,𧽤,15
下平04宵,683,撫,招,phjeu,𨄏,16
下平04宵,683,撫,招,phjeu,翲,17
下平04宵,683,撫,招,phjeu,瞟,18
下平04宵,683,撫,招,phjeu,螵,19
下平04宵,683,撫,招,phjeu,嘌,20
下平04宵,683,撫,招,phjeu,𦠎,21
下平04宵,684,渠,遙,gjeu,翹,1
下平04宵,684,渠,遙,gjeu,荍,2
下平04宵,684,渠,遙,gjeu,𧄍,3
下平04宵,684,渠,遙,gjeu,嘺,4
下平04宵,684,渠,遙,gjeu,䎗,5
下平04宵,684,渠,遙,gjeu,𤖻,6
下平04宵,685,力,昭,lieu,燎,1
下平04宵,685,力,昭,lieu,髎,2
下平04宵,686,起,囂,khieu,趫,1
下平04宵,686,起,囂,khieu,𢄹,2
下平04宵,686,起,囂,khieu,橇,3
下平04宵,686,起,囂,khieu,鞽,4
下平05肴,687,胡,茅,ghrau,肴,1
下平05肴,687,胡,茅,ghrau,餚,2
下平05肴,687,胡,茅,ghrau,崤,3
下平05肴,687,胡,茅,ghrau,𦺔,4
下平05肴,687,胡,茅,ghrau,殽,5
下平05肴,687,胡,茅,ghrau,洨,6
下平05肴,687,胡,茅,ghrau,筊,7
下平05肴,687,胡,茅,ghrau,姣,8
下平05肴,687,胡,茅,ghrau,猇,9
下平05肴,687,胡,茅,ghrau,㮁,10
下平05肴,687,胡,茅,ghrau,爻,11
下平05肴,687,胡,茅,ghrau,淆,12
下平05肴,687,胡,茅,ghrau,笅,13
下平05肴,687,胡,茅,ghrau,㬵,14
下平05肴,687,胡,茅,ghrau,𨠦,15
下平05肴,687,胡,茅,ghrau,䋂,16
下平05肴,687,胡,茅,ghrau,倄,17
下平05肴,687,胡,茅,ghrau,㤊,18
下平05肴,687,胡,茅,ghrau,䂚,19
下平05肴,688,古,肴,krau,交,1
下平05肴,688,古,肴,krau,蛟,2
下平05肴,688,古,肴,krau,茭,3
下平05肴,688,古,肴,krau,鵁,4
下平05肴,688,古,肴,krau,膠,5
下平05肴,688,古,肴,krau,鮫,6
下平05肴,688,古,肴,krau,咬,7
下平05肴,688,古,肴,krau,郊,8
下平05肴,688,古,肴,krau,䍊,9
下平05肴,688,古,肴,krau,轇,10
下平05肴,688,古,肴,krau,㶀,11
下平05肴,688,古,肴,krau,䢒,12
下平05肴,688,古,肴,krau,教,13
下平05肴,688,古,肴,krau,䉰,14
下平05肴,688,古,肴,krau,𥹜,15
下平05肴,688,古,肴,krau,摎,16
下平05肴,688,古,肴,krau,鉸,17
下平05肴,688,古,肴,krau,佼,18
下平05肴,688,古,肴,krau,𦫶,19
下平05肴,688,古,肴,krau,詨,20
下平05肴,688,古,肴,krau,嘐,21
下平05肴,688,古,肴,krau,𩎔,22
下平05肴,689,鉏,交,zrau,巢,1
下平05肴,689,鉏,交,zrau,轈,2
下平05肴,689,鉏,交,zrau,勦,3
下平05肴,689,鉏,交,zrau,𡻝,4
下平05肴,689,鉏,交,zrau,𣝞,5
下平05肴,689,鉏,交,zrau,樔,6
下平05肴,689,鉏,交,zrau,𡏮,7
下平05肴,689,鉏,交,zrau,鄛,8
下平05肴,690,女,交,nrau,鐃,1
下平05肴,690,女,交,nrau,呶,2
下平05肴,690,女,交,nrau,譊,3
下平05肴,690,女,交,nrau,怓,4
下平05肴,690,女,交,nrau,䴃,5
下平05肴,690,女,交,nrau,𣲿,6
下平05肴,690,女,交,nrau,䃩,7
下平05肴,690,女,交,nrau,𡽧,8
下平05肴,690,女,交,nrau,㺜,9
下平05肴,691,所,交,srau,梢,1
下平05肴,691,所,交,srau,捎,2
下平05肴,691,所,交,srau,髾,3
下平05肴,691,所,交,srau,輎,4
下平05肴,691,所,交,srau,旓,5
下平05肴,691,所,交,srau,弰,6
下平05肴,691,所,交,srau,䈰,7
下平05肴,691,所,交,srau,筲,8
下平05肴,691,所,交,srau,鞘,9
下平05肴,691,所,交,srau,蛸,10
下平05肴,691,所,交,srau,鮹,11
下平05肴,691,所,交,srau,䘯,12
下平05肴,691,所,交,srau,綃,13
下平05肴,691,所,交,srau,颵,14
下平05肴,691,所,交,srau,莦,15
下平05肴,691,所,交,srau,娋,16
下平05肴,691,所,交,srau,𡡏,17
下平05肴,692,莫,交,mrau,茅,1
下平05肴,692,莫,交,mrau,蝥,2
下平05肴,692,莫,交,mrau,貓,3
下平05肴,692,莫,交,mrau,犛,4
下平05肴,692,莫,交,mrau,罞,5
下平05肴,692,莫,交,mrau,鶜,6
下平05肴,692,莫,交,mrau,描,7
下平05肴,692,莫,交,mrau,媌,8
下平05肴,693,許,交,hrau,虓,1
下平05肴,693,許,交,hrau,猇,2
下平05肴,693,許,交,hrau,髇,3
下平05肴,693,許,交,hrau,藃,4
下平05肴,693,許,交,hrau,穘,5
下平05肴,693,許,交,hrau,窙,6
下平05肴,693,許,交,hrau,嗃,7
下平05肴,693,許,交,hrau,䬘,8
下平05肴,693,許,交,hrau,哮,9
下平05肴,693,許,交,hrau,庨,10
下平05肴,693,許,交,hrau,灱,11
下平05肴,693,許,交,hrau,涍,12
下平05肴,693,許,交,hrau,嘐,13
下平05肴,693,許,交,hrau,顤,14
下平05肴,693,許,交,hrau,𩾾,15
下平05肴,693,許,交,hrau,㹲,16
下平05肴,694,布,交,prau,包,1
下平05肴,694,布,交,prau,胞,2
下平05肴,694,布,交,prau,枹,3
下平05肴,694,布,交,prau,苞,4
下平05肴,694,布,交,prau,勹,5
下平05肴,695,匹,交,phrau,胞,1
下平05肴,695,匹,交,phrau,𨚔,2
下平05肴,695,匹,交,phrau,䍖,3
下平05肴,695,匹,交,phrau,脬,4
下平05肴,695,匹,交,phrau,拋,5
下平05肴,695,匹,交,phrau,泡,6
下平05肴,695,匹,交,phrau,𠐋,7
下平05肴,695,匹,交,phrau,𢿏,8
下平05肴,695,匹,交,phrau,𦫶,9
下平05肴,696,口,交,khrau,敲,1
下平05肴,696,口,交,khrau,跤,2
下平05肴,696,口,交,khrau,骹,3
下平05肴,696,口,交,khrau,𥉾,4
下平05肴,696,口,交,khrau,㤍,5
下平05肴,696,口,交,khrau,磽,6
下平05肴,696,口,交,khrau,䂭,7
下平05肴,696,口,交,khrau,礉,8
下平05肴,696,口,交,khrau,鄗,9
下平05肴,696,口,交,khrau,墝,10
下平05肴,696,口,交,khrau,頝,11
下平05肴,697,五,交,ngrau,聱,1
下平05肴,697,五,交,ngrau,謷,2
下平05肴,697,五,交,ngrau,磝,3
下平05肴,697,五,交,ngrau,𢿣,4
下平05肴,698,側,交,crau,𦗔,1
下平05肴,698,側,交,crau,罺,2
下平05肴,698,側,交,crau,抓,3
下平05肴,698,側,交,crau,𠿈,4
下平05肴,698,側,交,crau,摷,5
下平05肴,699,陟,交,trau,嘲,1
下平05肴,699,陟,交,trau,䞴,2
下平05肴,699,陟,交,trau,啁,3
下平05肴,699,陟,交,trau,鳭,4
下平05肴,699,陟,交,trau,鵃,5
下平05肴,700,楚,交,chrau,䜈,1
下平05肴,700,楚,交,chrau,抄,2
下平05肴,700,楚,交,chrau,鈔,3
下平05肴,700,楚,交,chrau,𦾱,4
下平05肴,700,楚,交,chrau,訬,5
下平05肴,700,楚,交,chrau,䰫,6
下平05肴,701,薄,交,brau,庖,1
下平05肴,701,薄,交,brau,咆,2
下平05肴,701,薄,交,brau,匏,3
下平05肴,701,薄,交,brau,炮,4
下平05肴,701,薄,交,brau,炰,5
下平05肴,701,薄,交,brau,鉋,6
下平05肴,701,薄,交,brau,瓟,7
下平05肴,701,薄,交,brau,麃,8
下平05肴,701,薄,交,brau,掊,9
下平05肴,701,薄,交,brau,颮,10
下平05肴,701,薄,交,brau,鞄,11
下平05肴,701,薄,交,brau,狍,12
下平05肴,701,薄,交,brau,跑,13
下平05肴,701,薄,交,brau,捊,14
下平05肴,701,薄,交,brau,尥,15
下平05肴,701,薄,交,brau,泡,16
下平05肴,701,薄,交,brau,㯡,17
下平05肴,702,於,交,qrau,䫜,1
下平05肴,702,於,交,qrau,㕭,2
下平05肴,702,於,交,qrau,坳,3
下平05肴,702,於,交,qrau,窅,4
下平05肴,702,於,交,qrau,軪,5
下平05肴,702,於,交,qrau,眑,6
下平05肴,702,於,交,qrau,咬,7
下平05肴,702,於,交,qrau,梎,8
下平05肴,702,於,交,qrau,𠣑,9
下平05肴,703,敕,交,thrau,䫸,1
下平05肴,703,敕,交,thrau,嘮,2
下平05肴,704,力,嘲,lrau,顟,1
下平05肴,704,力,嘲,lrau,𠐋,2
下平05肴,704,力,嘲,lrau,窌,3
下平05肴,704,力,嘲,lrau,賿,4
下平05肴,705,直,交,drau,䄻,1
下平06豪,706,胡,刀,ghau,豪,1
下平06豪,706,胡,刀,ghau,號,2
下平06豪,706,胡,刀,ghau,毫,3
下平06豪,706,胡,刀,ghau,嗥,4
下平06豪,706,胡,刀,ghau,獆,5
下平06豪,706,胡,刀,ghau,濠,6
下平06豪,706,胡,刀,ghau,壕,7
下平06豪,706,胡,刀,ghau,䫧,8
下平06豪,706,胡,刀,ghau,𣘫,9
下平06豪,706,胡,刀,ghau,崤,10
下平06豪,706,胡,刀,ghau,𨚙,11
下平06豪,706,胡,刀,ghau,𠢕,12
下平06豪,706,胡,刀,ghau,𨼍,13
下平06豪,707,古,勞,kau,高,1
下平06豪,707,古,勞,kau,膏,2
下平06豪,707,古,勞,kau,皐,3
下平06豪,707,古,勞,kau,皋,4
下平06豪,707,古,勞,kau,羔,5
下平06豪,707,古,勞,kau,餻,6
下平06豪,707,古,勞,kau,㟸,7
下平06豪,707,古,勞,kau,櫜,8
下平06豪,707,古,勞,kau,咎,9
下平06豪,707,古,勞,kau,鼛,10
下平06豪,707,古,勞,kau,鷎,11
下平06豪,707,古,勞,kau,篙,12
下平06豪,707,古,勞,kau,槔,13
下平06豪,707,古,勞,kau,䚌,14
下平06豪,707,古,勞,kau,䔌,15
下平06豪,707,古,勞,kau,㤒,16
下平06豪,707,古,勞,kau,䆁,17
下平06豪,707,古,勞,kau,𣓌,18
下平06豪,707,古,勞,kau,倃,19
下平06豪,707,古,勞,kau,䓘,20
下平06豪,707,古,勞,kau,䣗,21
下平06豪,708,魯,刀,lau,勞,1
下平06豪,708,魯,刀,lau,澇,2
下平06豪,708,魯,刀,lau,牢,3
下平06豪,708,魯,刀,lau,窂,4
下平06豪,708,魯,刀,lau,簩,5
下平06豪,708,魯,刀,lau,䝁,6
下平06豪,708,魯,刀,lau,𧰉,7
下平06豪,708,魯,刀,lau,蟧,8
下平06豪,708,魯,刀,lau,醪,9
下平06豪,708,魯,刀,lau,撈,10
下平06豪,708,魯,刀,lau,㟉,11
下平06豪,708,魯,刀,lau,㗦,12
下平06豪,708,魯,刀,lau,髝,13
下平06豪,708,魯,刀,lau,憥,14
下平06豪,708,魯,刀,lau,𦗖,15
下平06豪,708,魯,刀,lau,䜮,16
下平06豪,708,魯,刀,lau,𨦭,17
下平06豪,708,魯,刀,lau,𤩂,18
下平06豪,708,魯,刀,lau,嫪,19
下平06豪,708,魯,刀,lau,哰,20
下平06豪,708,魯,刀,lau,𣘪,21
下平06豪,708,魯,刀,lau,簝,22
下平06豪,709,呼,毛,hau,蒿,1
下平06豪,709,呼,毛,hau,䜰,2
下平06豪,709,呼,毛,hau,撓,3
下平06豪,709,呼,毛,hau,薧,4
下平06豪,709,呼,毛,hau,薅,5
下平06豪,709,呼,毛,hau,茠,6
下平06豪,709,呼,毛,hau,𣐾,7
下平06豪,710,莫,袍,mau,毛,1
下平06豪,710,莫,袍,mau,髦,2
下平06豪,710,莫,袍,mau,芼,3
下平06豪,710,莫,袍,mau,𣹪,4
下平06豪,710,莫,袍,mau,旄,5
下平06豪,710,莫,袍,mau,氂,6
下平06豪,710,莫,袍,mau,㮘,7
下平06豪,710,莫,袍,mau,枆,8
下平06豪,710,莫,袍,mau,酕,9
下平06豪,710,莫,袍,mau,堥,10
下平06豪,711,土,刀,thau,饕,1
下平06豪,711,土,刀,thau,洮,2
下平06豪,711,土,刀,thau,韜,3
下平06豪,711,土,刀,thau,縚,4
下平06豪,711,土,刀,thau,謟,5
下平06豪,711,土,刀,thau,滔,6
下平06豪,711,土,刀,thau,叨,7
下平06豪,711,土,刀,thau,弢,8
下平06豪,711,土,刀,thau,𩥓,9
下平06豪,711,土,刀,thau,㹗,10
下平06豪,711,土,刀,thau,𤘸,11
下平06豪,711,土,刀,thau,慆,12
下平06豪,711,土,刀,thau,絛,13
下平06豪,711,土,刀,thau,幍,14
下平06豪,711,土,刀,thau,𠌪,15
下平06豪,711,土,刀,thau,槄,16
下平06豪,711,土,刀,thau,蜪,17
下平06豪,711,土,刀,thau,夲,18
下平06豪,711,土,刀,thau,𠦂,19
下平06豪,711,土,刀,thau,綢,20
下平06豪,711,土,刀,thau,搯,21
下平06豪,711,土,刀,thau,翢,22
下平06豪,711,土,刀,thau,瑫,23
下平06豪,711,土,刀,thau,𠬢,24
下平06豪,711,土,刀,thau,䈱,25
下平06豪,711,土,刀,thau,𠚡,26
下平06豪,711,土,刀,thau,詜,27
下平06豪,711,土,刀,thau,挑,28
下平06豪,712,都,牢,tau,刀,1
下平06豪,712,都,牢,tau,魛,2
下平06豪,712,都,牢,tau,忉,3
下平06豪,712,都,牢,tau,裯,4
下平06豪,712,都,牢,tau,舠,5
下平06豪,712,都,牢,tau,𩕯,6
下平06豪,712,都,牢,tau,朷,7
下平06豪,713,蘇,遭,sau,騷,1
下平06豪,713,蘇,遭,sau,搔,2
下平06豪,713,蘇,遭,sau,繅,3
下平06豪,713,蘇,遭,sau,繰,4
下平06豪,713,蘇,遭,sau,臊,5
下平06豪,713,蘇,遭,sau,鰠,6
下平06豪,713,蘇,遭,sau,溞,7
下平06豪,713,蘇,遭,sau,颾,8
下平06豪,713,蘇,遭,sau,鱢,9
下平06豪,713,蘇,遭,sau,㮴,10
下平06豪,713,蘇,遭,sau,艘,11
下平06豪,713,蘇,遭,sau,𠋺,12
下平06豪,713,蘇,遭,sau,慅,13
下平06豪,714,薄,襃,bau,袍,1
下平06豪,714,薄,襃,bau,袌,2
下平06豪,714,薄,襃,bau,軳,3
下平06豪,715,博,毛,pau,襃,1
下平06豪,715,博,毛,pau,褒,2
下平06豪,715,博,毛,pau,𠅬,3
下平06豪,715,博,毛,pau,𨚔,4
下平06豪,716,徒,刀,dau,陶,1
下平06豪,716,徒,刀,dau,䛬,2
下平06豪,716,徒,刀,dau,䛌,3
下平06豪,716,徒,刀,dau,咷,4
下平06豪,716,徒,刀,dau,桃,5
下平06豪,716,徒,刀,dau,綯,6
下平06豪,716,徒,刀,dau,燾,7
下平06豪,716,徒,刀,dau,逃,8
下平06豪,716,徒,刀,dau,鼗,9
下平06豪,716,徒,刀,dau,鞀,10
下平06豪,716,徒,刀,dau,鞉,11
下平06豪,716,徒,刀,dau,濤,12
下平06豪,716,徒,刀,dau,掏,13
下平06豪,716,徒,刀,dau,檮,14
下平06豪,716,徒,刀,dau,騊,15
下平06豪,716,徒,刀,dau,萄,16
下平06豪,716,徒,刀,dau,翿,17
下平06豪,716,徒,刀,dau,䬞,18
下平06豪,716,徒,刀,dau,匋,19
下平06豪,716,徒,刀,dau,啕,20
下平06豪,716,徒,刀,dau,翢,21
下平06豪,716,徒,刀,dau,錭,22
下平06豪,716,徒,刀,dau,駣,23
下平06豪,716,徒,刀,dau,蜪,24
下平06豪,716,徒,刀,dau,裪,25
下平06豪,717,作,曹,cau,糟,1
下平06豪,717,作,曹,cau,𦵩,2
下平06豪,717,作,曹,cau,醩,3
下平06豪,717,作,曹,cau,遭,4
下平06豪,717,作,曹,cau,㷮,5
下平06豪,717,作,曹,cau,槽,6
下平06豪,717,作,曹,cau,傮,7
下平06豪,717,作,曹,cau,𣩒,8
下平06豪,717,作,曹,cau,㡟,9
下平06豪,718,五,勞,ngau,敖,1
下平06豪,718,五,勞,ngau,遨,2
下平06豪,718,五,勞,ngau,翱,3
下平06豪,718,五,勞,ngau,聱,4
下平06豪,718,五,勞,ngau,驁,5
下平06豪,718,五,勞,ngau,熬,6
下平06豪,718,五,勞,ngau,嶅,7
下平06豪,718,五,勞,ngau,獒,8
下平06豪,718,五,勞,ngau,滶,9
下平06豪,718,五,勞,ngau,蔜,10
下平06豪,718,五,勞,ngau,鷔,11
下平06豪,718,五,勞,ngau,鼇,12
下平06豪,718,五,勞,ngau,螯,13
下平06豪,718,五,勞,ngau,謷,14
下平06豪,718,五,勞,ngau,嗸,15
下平06豪,718,五,勞,ngau,嗷,16
下平06豪,718,五,勞,ngau,䫨,17
下平06豪,718,五,勞,ngau,𢧴,18
下平06豪,718,五,勞,ngau,摮,19
下平06豪,718,五,勞,ngau,嫯,20
下平06豪,718,五,勞,ngau,䦋,21
下平06豪,718,五,勞,ngau,𣘢,22
下平06豪,718,五,勞,ngau,𦪈,23
下平06豪,718,五,勞,ngau,𩪋,24
下平06豪,718,五,勞,ngau,鰲,25
下平06豪,719,昨,勞,zau,曹,1
下平06豪,719,昨,勞,zau,𣍘,2
下平06豪,719,昨,勞,zau,槽,3
下平06豪,719,昨,勞,zau,螬,4
下平06豪,719,昨,勞,zau,嘈,5
下平06豪,719,昨,勞,zau,鐰,6
下平06豪,719,昨,勞,zau,䄚,7
下平06豪,719,昨,勞,zau,艚,8
下平06豪,719,昨,勞,zau,䏆,9
下平06豪,719,昨,勞,zau,𩫥,10
下平06豪,719,昨,勞,zau,䐬,11
下平06豪,719,昨,勞,zau,蓸,12
下平06豪,719,昨,勞,zau,漕,13
下平06豪,719,昨,勞,zau,褿,14
下平06豪,720,於,刀,qau,𤏶,1
下平06豪,720,於,刀,qau,䥝,2
下平06豪,720,於,刀,qau,鏖,3
下平06豪,721,奴,刀,nau,猱,1
下平06豪,721,奴,刀,nau,㺜,2
下平06豪,721,奴,刀,nau,𤣜,3
下平06豪,721,奴,刀,nau,巎,4
下平06豪,721,奴,刀,nau,嶩,5
下平06豪,721,奴,刀,nau,峱,6
下平06豪,721,奴,刀,nau,𤫕,7
下平06豪,721,奴,刀,nau,獿,8
下平06豪,722,苦,刀,khau,尻,1
下平06豪,722,苦,刀,khau,訄,2
下平06豪,723,七,刀,chau,操,1
下平06豪,723,七,刀,chau,幧,2
下平06豪,723,七,刀,chau,𢿾,3
下平06豪,723,七,刀,chau,㡟,4
下平06豪,724,普,袍,phau,㯱,1
下平06豪,724,普,袍,phau,藨,2
下平06豪,724,普,袍,phau,䫽,3
下平06豪,724,普,袍,phau,㲏,4
下平07歌,725,古,俄,ka,歌,1
下平07歌,725,古,俄,ka,謌,2
下平07歌,725,古,俄,ka,柯,3
下平07歌,725,古,俄,ka,妿,4
下平07歌,725,古,俄,ka,㤎,5
下平07歌,725,古,俄,ka,渮,6
下平07歌,725,古,俄,ka,牁,7
下平07歌,725,古,俄,ka,戕,8
下平07歌,725,古,俄,ka,滒,9
下平07歌,725,古,俄,ka,哥,10
下平07歌,725,古,俄,ka,鴚,11
下平07歌,726,七,何,cha,蹉,1
下平07歌,726,七,何,cha,瑳,2
下平07歌,726,七,何,cha,搓,3
下平07歌,726,七,何,cha,磋,4
下平07歌,726,七,何,cha,溠,5
下平07歌,726,七,何,cha,傞,6
下平07歌,726,七,何,cha,𪘓,7
下平07歌,727,得,何,ta,多,1
下平07歌,727,得,何,ta,𦰿,2
下平07歌,727,得,何,ta,𦷛,3
下平07歌,728,素,何,sa,娑,1
下平07歌,728,素,何,sa,挱,2
下平07歌,728,素,何,sa,挲,3
下平07歌,728,素,何,sa,傞,4
下平07歌,728,素,何,sa,𩊮,5
下平07歌,728,素,何,sa,獻,6
下平07歌,728,素,何,sa,䓾,7
下平07歌,728,素,何,sa,𠈱,8
下平07歌,728,素,何,sa,桫,9
下平07歌,728,素,何,sa,䤬,10
下平07歌,728,素,何,sa,𥆝,11
下平07歌,729,徒,河,da,駝,1
下平07歌,729,徒,河,da,駞,2
下平07歌,729,徒,河,da,鼉,3
下平07歌,729,徒,河,da,𡩆,4
下平07歌,729,徒,河,da,紽,5
下平07歌,729,徒,河,da,鮀,6
下平07歌,729,徒,河,da,陀,7
下平07歌,729,徒,河,da,驒,8
下平07歌,729,徒,河,da,䍫,9
下平07歌,729,徒,河,da,沱,10
下平07歌,729,徒,河,da,跎,11
下平07歌,729,徒,河,da,詑,12
下平07歌,729,徒,河,da,池,13
下平07歌,729,徒,河,da,酡,14
下平07歌,729,徒,河,da,㼠,15
下平07歌,729,徒,河,da,馱,16
下平07歌,729,徒,河,da,迱,17
下平07歌,729,徒,河,da,鼧,18
下平07歌,729,徒,河,da,袉,19
下平07歌,729,徒,河,da,𩉺,20
下平07歌,729,徒,河,da,䡐,21
下平07歌,729,徒,河,da,𧕛,22
下平07歌,729,徒,河,da,佗,23
下平07歌,730,昨,何,za,醝,1
下平07歌,730,昨,何,za,㽨,2
下平07歌,730,昨,何,za,瘥,3
下平07歌,730,昨,何,za,䣜,4
下平07歌,730,昨,何,za,𣩈,5
